dalid	eloadoid	cim	megjelenes
2542	1135	Sajang Ă‰	1980
2543	1136	Teardrop	1998
2544	1136	Unfinished Sympathy	1991
2545	1137	Ti Sento	1986
2546	1138	More Than I Can Bear	1985
2547	1138	Whose Side Are You On	1984
2548	1139	Two Shots Of A Happy And One Shot Of Sad	2005
2549	1140	Catch & Release	2014
2550	1140	With You	2013
2551	1141	Break My Stride	1984
2552	1142	Woodstock	1970
2553	1143	Verdammt Ich Lieb' Dich	1990
2554	1144	The Morning After	1973
2555	1145	Rain In May	1981
2556	1146	Right Back Where We Started From	1976
2557	1147	Late At Night	1980
2558	1147	Mother How Are You Today	1980
2559	1147	Rio	1981
2560	1148	U Can't Touch This	1990
2561	1149	Hang On Sloopy	1965
2562	1150	Don't You Write Her Off Like That	1979
2563	1151	When I'm Dead And Gone	1971
2564	1152	Alive	2006
2565	1152	Bat Out Of Hell	1977
2566	1152	I'd Do Anything For Love (But I Won't Do That)	1993
2567	1152	Paradise By The Dashboard Light	1978
2568	1152	Two Out Of Three Ain't Bad	1977
2569	1152	You Took The Words Right Out Of My Mouth	1979
2570	1153	Hijo De La Luna	1990
2571	1154	Respectable	1987
2572	1155	Beautiful People	1969
2573	1155	Ruby Tuesday	1970
2574	1156	Lay Down	1970
2575	1157	Like The Way I Do	1989
2576	1157	Like The Way I Do (live) Edit	1993
2577	1158	Down Under	1982
2578	1159	Enter Sandman	1991
2579	1159	Fade To Black	1984
2580	1159	Master of Puppets	1986
2581	1159	Nothing Else Matters	1992
2582	1159	One	1994
2583	1159	Sad But True	1992
2584	1159	The Memory Remains	1997
2585	1159	The Unforgiven	1991
2586	1159	The Unforgiven III	2008
2587	1159	Unforgiven II	1997
2588	1159	Whiskey In The Jar	1998
2589	1160	Garden Party	1983
2590	1161	The Sound Of Philadelphia	1974
2591	1162	KIDS	2007
2592	1163	How Am I Supposed To Live Without You	1990
2593	1164	Everything	2007
2594	1164	Feeling Good	2005
2595	1164	Haven't Met You Yet	2009
2596	1164	Hold On	2010
2597	1164	Home	2005
2598	1164	It's a beautiful day	2013
2599	1164	Lost	2007
2600	1165	Bad	1987
2601	1165	Beat It	1983
2602	1165	Ben	1972
2603	1165	Billie Jean	1983
2604	1165	Black Or White	1991
2605	1165	Dirty Diana	1987
2606	1165	Don't Stop 'til You Get Enough	1979
2607	1165	Earth Song	1995
2608	1165	Gone Too Soon	1993
2609	1165	Heal The World	1992
2610	1165	Human Nature	1983
2611	1165	I Just Can't Stop Loving You	1987
2612	1165	Leave Me Alone	1989
2613	1165	Liberian Girl	1989
2614	1165	Man In The Mirror	1988
2615	1165	Off The Wall	1979
2616	1165	One Day In Your Life	1981
2617	1165	P.Y.T.	1984
2618	1165	Remember The Time	1992
2619	1165	Rock With You	1979
2620	1165	Smooth Criminal	1988
2621	1165	Stranger In Moscow	1996
2622	1165	The Way You Make Me Feel	1987
2623	1165	They Don't Care About Us	1996
2624	1165	Thriller	1983
2625	1165	Wanna Be Startin' Somethin'	1983
2626	1165	Will You Be There	1993
2627	1165	You Are Not Alone	1995
2628	1166	Love Never Felt So Good	2014
2629	1167	Cold Little Heart	2016
2630	1167	Home Again	2012
2631	1167	Love And Hate	2016
2632	1168	Sweet Freedom	1986
2633	1169	Silver Moon	1971
2634	1170	Close to you	2013
2635	1171	Let's All Chant	1978
2636	1172	Pour Un Flirt	1971
2637	1173	Le Printemps	1977
2638	1173	Une Belle Histoire	1972
2639	1174	La Poupee Qui Fait Non	1966
2640	1174	Love Me, Please Love Me	1966
2641	1175	Les Lacs Du Connemara	1982
2642	1176	Ai Se Eu Te Pego!	2011
2643	1177	Memo From Turner	1970
2644	1178	Chirpy Chirpy Cheep Cheep	1971
2645	1178	Sacramento (A Wonderful Town)	1972
2646	1178	Soley, Soley	1971
2647	1179	Beds Are Burning	1988
2648	1180	Only A Fool	1969
2649	1181	Big Girl (You Are Beautiful)	2007
2650	1181	Grace Kelly	2007
2651	1181	Relax Take It Easy	2007
2652	1182	The Living Years	1989
2653	1183	Lady Of The Dawn	1979
2654	1184	In Dulci Jubilo	1976
2655	1184	Tubular Bells	1974
2656	1185	Moonlight Shadow	1983
2657	1185	To France	1984
2658	1186	Wrecking Ball	2013
2659	1187	Hallelujah	1979
2660	1188	Stolen Dance	2014
2661	1189	Girl I'm Gonna Miss You	1989
2662	1190	My Boy Lollipop	1964
2663	1191	Ayo Technology	2008
2664	1191	You And Me (In My Pocket)	2011
2665	1191	You Don't Know	2009
2666	1192	Demasiado Corazon	1984
2667	1192	Spanish Stroll	1977
2668	1193	Lovin You	1975
2669	1194	Pata Pata	1967
2670	1195	Just A Flirt	2008
2671	1196	Fred Astaire	1981
2672	1197	Porcelain	1999
2673	1197	Why Does My Heart Feel So Bad?	1999
2674	1198	It's A Beautiful Day Today	1969
2675	1199	Eres Tu	1973
2676	1200	You're My Heart You're My Soul	1985
2677	1201	Girls	1975
2678	1202	Always Look On The Bright Side Of Life	1981
2679	1203	Le Lac Majeur	1973
2680	1204	Yeke Yeke	1988
2681	1205	We Just	1985
2682	1206	Piece Of The Rock	1978
2683	1207	Wasted Words	1965
2684	1207	Why Don't You Take It	1966
2685	1209	All The Young Dudes	1972
2686	1208	Ace Of Spades	1980
2687	1210	Hello A	1972
2688	1210	How Do You Do	1971
2689	1210	Ik Zie Een Ster	1974
2690	1211	Stranger On The Shore	1962
2691	1212	Romeo	1977
2692	1212	To Be With You	1992
2693	1213	Groovin' With Mr. Bloe	1970
2694	1214	Broken Wings	1986
2695	1214	Kyrie	1986
2696	1215	Nothing Really Matters	2014
2697	1215	Waves	2013
2698	1216	Dynamite	1974
2699	1216	Lonely This Christmas	1974
2700	1216	Tigerfeet	1974
2701	1217	Mannish Boy	1988
2702	1218	Babel	2013
2703	1218	Guiding Light	2018
2704	1218	Hopeless Wanderer	2013
2705	1218	I Will Wait	2012
2706	1218	Little Lion Man	2010
2707	1218	Lover Of The Light	2012
2708	1218	The Cave	2010
2709	1219	In The Summertime	1970
2710	1220	One Night In Bangkok	1985
2711	1221	Bliss	2001
2712	1221	Feeling Good	2001
2713	1221	Knights Of Cydonia	2006
2714	1221	Madness	2012
2715	1221	Mercy	2015
2716	1221	Plug In Baby	2001
2717	1221	Psycho	2015
2718	1221	Resistance	2009
2719	1221	Sing For Absolution	2003
2720	1221	Starlight	2006
2721	1221	Supermassive Black Hole	2006
2722	1221	Time Is Running Out	2003
2723	1221	Undisclosed Desires	2009
2724	1221	Unintended	2009
2725	1221	Uprising	2009
2726	1222	Windforce 11	1987
2727	1223	Only Love	1985
2728	1224	Something Stupid	1967
2729	1225	These Boots Are Made For Walking	1966
2730	1226	Those Lazy Hazy Crazy Days Of Summer	1963
2731	1226	Unforgettable	1951
2732	1226	When I Fall In Love	1957
2733	1227	Miss You Like Crazy	1989
2734	1228	Torn	1997
2735	1229	Unwritten	2004
2736	1230	Son Of A Bitch	2015
2737	1231	Love Hurts	1976
2738	1232	Hald Mich 's Vas	2004
2739	1233	Beautiful Noise	1976
2740	1233	Cracklin' Rosie	1970
2741	1233	Crunchy Granola Suite	1971
2742	1233	Girl You'll Be A Woman Soon	1971
2743	1233	Hello Again	1981
2744	1233	Holly Holy	1969
2745	1233	I Am... I Said	1971
2746	1233	I'm A Believer	1971
2747	1233	Longfellow Serenade	1974
2748	1233	Love On The Rocks	1980
2749	1233	Morningside	1973
2750	1233	Play Me	1972
2751	1233	Pretty Amazing Grace	2008
2752	1233	September Morn'	1979
2753	1233	Song Sung Blue	1972
2754	1233	Sweet Caroline	1969
2755	1234	Breaking Up Is Hard To Do	1962
2756	1234	Oh! Carol	1960
2757	1234	One Way Ticket	1959
2758	1235	Alabama	1972
2759	1235	Harvest	1972
2760	1235	Harvest Moon	1991
2761	1235	Heart Of Gold	1972
2762	1235	Like A Hurricane	1977
2763	1235	Old Man	1972
2764	1235	Only Love Can Break Your Heart	1970
2765	1235	Rockin' In The Free World	1989
2766	1235	Southern Man	1970
2767	1235	The Needle and the Damage Done	1972
2768	1236	All Good Things (Come To An End)	2007
2769	1237	99 Luftballons	1983
2770	1237	Nur Getraumt	1983
2771	1238	Anyplace, Anywhere, Anytime	2003
2772	1239	Blue Monday	1983
2773	1240	Winchester Cathedral	1966
2774	1241	This Town	2016
2775	1242	De Dag Dat Alles Beter Is	2009
2776	1242	Het Masker	2009
2777	1242	Hoe Lang	2008
2778	1242	Kijk Omhoog	2007
2779	1242	Pak Maar M'n Hand	2007
2780	1242	Rosanne	2008
2781	1242	Vallende Sterren	2009
2782	1242	Vrij	2012
2783	1242	Ze Lijkt Net Niet Op Jou	2012
2784	1243	Sterker Nu Dan Ooit	2011
2785	1244	Into My Arms	1996
2786	1245	Where The Wild Roses Grow	1995
2787	1246	I Love The Sound Of Breaking Glass	1978
2788	1247	Hello Goodmorning	1980
2789	1248	how you remind me	2001
2790	1248	Rockstar	2007
2791	1249	Ein Bisschen Frieden	1982
2792	1250	Take Your Time Girl	2013
2793	1250	Year Of Summer (acoustic)	2013
2794	1251	Ijskoud	2018
2795	1251	Sexy Als Ik Dans	2014
2796	1252	Hoe	2013
2797	1253	Élan	2015
2798	1253	Ghost Love Score	2004
2799	1254	I Won't Let The Sun Go Down On Me	1984
2800	1254	The Riddle	1984
2801	1254	Wouldn't It Be Good	1984
2802	1255	Shine Silently	1979
2803	1256	Unbeschreiblich Weiblich	1979
2804	1257	Ain't Got No, I Got Life	1968
2805	1257	Don't Let Me Be Misunderstood	1964
2806	1257	Feeling Good	1965
2807	1257	My Baby Just Cares For Me	1987
2808	1258	Il Silenzio	1965
2809	1259	Agata	1970
2810	1260	About A Girl	1993
2811	1260	All Apologies	1993
2812	1260	Come As You Are	1991
2813	1260	Heart Shaped Box	1993
2814	1260	In Bloom	1991
2815	1260	Lithium	1991
2816	1260	Polly	1991
2817	1260	Rape Me	1993
2818	1260	Smells Like Teen Spirit	1991
2819	1260	The Man Who Sold The World	1994
2820	1260	Where Did You Sleep Last Night (unplugged)	1994
2821	1261	In The Dutch Mountains	1987
2822	1261	Nescio	1983
2823	1262	Don't Speak	1996
2824	1263	When I Die	1997
2825	1264	Windmills Of Your Mind	1968
2826	1265	Don't Know Why	2002
2827	1265	Sunrise	2004
2828	1266	Alie	1977
2829	1266	De Boer Dat Is De Keerl	1993
2830	1266	Deurdonderen (live)	1982
2831	1266	Oerend Hard	1977
2832	1267	Spirit In The Sky	1970
2833	1268	Amsterdam	2017
2834	1268	Sorry	2017
2835	1269	Aurora	1982
2836	1270	Because	2008
2837	1270	Mars Needs A Woman	2008
2838	1270	Wrong	1999
2839	1271	Champagne Supernova	1996
2840	1271	Don't Look Back In Anger	1996
2841	1271	LIVE FOREVER	1994
2842	1271	Wonderwall	1995
2843	1272	Put Your Hand In The Hand	1971
2844	1273	Going Back To My Roots	1981
2845	1274	Little Talks	2012
2846	1275	Pretty Fly (For A White Guy)	1999
2847	1275	Self Esteem	1995
2848	1276	Get Here	1990
2849	1276	Window Of Hope	1993
2850	1277	Good Morning Starshine	1969
2851	1278	Hopelessly Devoted To You	1978
2852	1278	I Honestly Love You	1974
2853	1278	Sam	1977
2854	1279	Cheerleader	2015
2855	1280	Story Of My Life	2013
2856	1281	Counting Stars	2013
2857	1281	Secrets	2010
2858	1282	Live Is Life	1985
2859	1283	Forever Live And Die	1986
2860	1283	Enola Gay	1980
2861	1283	Joan Of Arc (Maid Of Orleans)	1982
2862	1284	Dance With Me	1975
2863	1284	Still The One	1976
2864	1285	Try A Little Love	1970
2865	1286	(Sittin' On) The Dock Of The Bay	1968
2866	1286	Hard To Handle	1968
2867	1286	I've Been Loving You Too Long	1965
2868	1286	I've Got Dreams To Remember	1968
2869	1286	Try A Little Tenderness	1966
2870	1287	Hey Ya!	2004
2871	1287	Ms. Jackson	2001
2872	1288	There Goes Another Love Song	1975
2873	1289	Lying All The Time	1966
2874	1289	Monkey On Your Back	1967
2875	1289	The Summer Is Here	1967
2876	1289	Touch	1966
2877	1290	My Favorite Waste Of Time	1986
2878	1291	Fireflies	2009
2879	1292	No More Tears	1990
2880	1366	Beautiful Trauma	2017
2881	1293	Are You Ready	1970
2882	1294	Amor De Mis Amores	1989
2883	1295	High Hopes	2018
2884	1296	Gli Impermeabili	1987
2885	1296	Max	1988
2886	1297	Iron Sky	2014
2887	1297	New shoes	2006
2888	1298	The Night Chicago Died	1974
2889	1299	Kayuta Hill	1978
2890	1300	I Think I Love You	1970
2891	1301	Have You Ever Been Mellow	1996
2892	1302	Holes	2013
2893	1302	Let Her Go	2012
2894	1302	The Wrong Direction	2013
2895	1303	De Doodgewoonste Dingen	1977
2896	1304	Love Is A Battlefield	1984
2897	1305	Bernadine	1957
2898	1305	Love Letters In The Sand	1957
2899	1305	Speedy Gonzales	1962
2900	1306	Je Bent Niet Hip	1967
2901	1307	Casser La Voix (Live)	1992
2902	1307	J'M'Attendais Pas Ă€ Toi	2006
2903	1308	Born To Be Alive	1979
2904	1309	Crazy	1961
2905	1310	From New York To LA	1977
2906	1311	On My Own	1986
2907	1312	Because The Night	1978
2908	1313	La Bambola	1968
2909	1314	Dance On Little Girl	1961
2910	1314	Diana	1957
2911	1314	Having My Baby	1974
2912	1314	Lonely Boy	1959
2913	1314	Put Your Head On My Shoulder	1959
2914	1315	Dedicated	2005
2915	1316	Your Baby Ain't Your Baby Anymore	1974
2916	1317	Blijf Bij Mij	1993
2917	1317	Blijf Tot De Zon Je Komt Halen	2007
2918	1317	Ik Heb Je Lief	1997
2919	1317	Ik Wil Niet Dat Je Liegt	1993
2920	1317	Vlieg Met Me Mee	1992
2921	1317	Voorbij	1994
2922	1318	Une Belle Histoire (Een Mooi Verhaal)	2006
2923	1319	Droomland	1993
2924	1320	Zonder Jou	1995
2925	1321	Luv U More	1995
2926	1322	19	1985
2927	1323	I've Been A Bad Bad Boy	1967
2928	1324	SKY AND SAND	2008
2929	1325	Love Is Blue	1968
2930	1326	Another Day	1971
2931	1326	Dance Tonight	2007
2932	1326	Hi Hi Hi	1972
2933	1326	Hope Of Deliverance	1993
2934	1326	Listen To What The Man Said	1975
2935	1326	London Town	1978
2936	1327	Say Say Say	1983
2937	1327	The Girl Is Mine	1982
2938	1328	Ebony And Ivory	1982
2939	1329	Band On The Run	1974
2940	1329	Mrs. Vandebilt	1974
2941	1330	We All Stand Together	1985
2942	1331	50 Ways To Leave Your Lover	1976
2943	1331	Boy In The Bubble	1987
2944	1331	Diamonds On The Soles Of Her Shoes	1986
2945	1331	Graceland	1986
2946	1331	Homeless	1986
2947	1331	Kodachrome	1973
2948	1331	Late In The Evening	1980
2949	1331	Mother & Child Reunion	1972
2950	1331	Still Crazy After All These Years	1975
2951	1331	You Can Call Me Al	1986
2952	1332	Wild wood	1998
2953	1332	You Do Something To Me	1995
2954	1333	Come Back And Stay	1983
2955	1333	Every Time You Go Away	1985
2956	1333	Love Of The Common People	1984
2957	1333	Wherever I Lay My Hat (That's My Home)	1983
2958	1334	Tonight I Celebrate My Love	1983
2959	1335	Reunited	1979
2960	1336	Alive	1992
2961	1336	Black	1992
2962	1336	Daughter	1993
2963	1336	Even Flow	1991
2964	1336	Jeremy	1991
2965	1336	Just Breathe	2009
2966	1336	Oceans	1991
2967	1336	Rearviewmirror	1993
2968	1337	Fever	1959
2969	1337	Is That All There Is?	1969
2970	1338	My Special Prayer	1969
2971	1338	When A Man Loves A Woman	1966
2972	1339	Borriquito	1971
2973	1340	Always On My Mind	1987
2974	1340	Go West	1993
2975	1340	It's A Sin	1987
2976	1340	West End Girls	1986
2977	1341	We Shall Overcome	1962
2978	1342	A World Without Love	1964
2979	1342	To Know You Is To Love You	1965
2980	1342	True Love Ways	1965
2981	1343	Haus Am See	2009
2982	1344	Baby I Love Your Way	1976
2983	1344	Show Me The Way	1976
2984	1345	Biko	1980
2985	1345	In Your Eyes	1986
2986	1345	Sledgehammer	1986
2987	1345	Solsbury Hill	1977
2988	1346	Don't Give Up	1986
2989	1347	Je Wordt Ouder Papa	1977
2990	1347	KL 204 (Als Ik God Was)	1978
2991	1347	Kom Van Dat Dak Af	1960
2992	1348	Du	1971
2993	1349	Where Do You Go To My Lovely	1969
2994	1350	Adem Mijn Adem	1975
2995	1351	Major Tom (VĂ¶llig LosgelĂ¶st)	1983
2996	1352	You're A Lady	1972
2997	1353	(You Gotta Walk) Don't Look Back	1979
2998	1354	Down Town	1964
2999	1354	This Is My Song	1967
3000	1355	I Won't Let You Down	1981
3001	1356	Happy	2013
3002	1357	A Groovy Kind Of Love	1988
3003	1357	Against All Odds	1984
3004	1357	Another Day In Paradise	1989
3005	1357	Can't Stop Loving You	2002
3006	1357	I Wish It Would Rain Down	1990
3007	1357	In The Air Tonight	1981
3008	1357	One More Night	1985
3009	1357	Something Happened On The Way To Heaven	1990
3010	1357	Sussudio	1985
3011	1357	Take Me Home	1985
3012	1357	That's Just The Way It Is	1990
3013	1357	Two Hearts	1988
3014	1357	You Can't Hurry Love	1982
3015	1357	You'll Be In My Heart	1999
3016	1358	Old Town	1982
3017	1359	Together In Electric Dreams	1984
3018	1360	Walking On The Chinese Wall	1985
3019	1361	Easy Lover	1985
3020	1362	Mijn Leven Is Van Mij	1999
3021	1363	Sailing Home	1987
3022	1364	Johnny Reggae	1971
3023	1365	Magic	1975
3024	1366	Dear Mr President	2006
3025	1366	Family Portrait	2002
3026	1366	Raise Your Glass	2010
3027	1366	Sober	2008
3028	1366	Try	2012
3029	1366	What About Us	2017
3030	1367	Another Brick In The Wall	1979
3031	1367	Arnold Layne	1971
3032	1367	Comfortably Numb	1979
3033	1367	Echoes	1971
3034	1367	Hey You	1979
3035	1367	High Hopes	1994
3036	1367	Money	1973
3037	1367	One Of These Days	1971
3038	1367	See Emily Play	1967
3039	1367	Shine On You Crazy Diamond	1975
3040	1367	The Great Gig In The Sky	1972
3041	1367	Time	1973
3042	1367	Us And Them	1973
3043	1367	Wish You Were Here	1975
3044	1368	Just Give Me A Reason	2012
3045	1369	Ma Quale Idea	1981
3046	1370	Monkey Gone To Heaven	1989
3047	1371	PURE MORNING	1998
3048	1372	Perhaps Love	1981
3049	1373	Hey There Delilah	2007
3050	1374	Ca Plane Pour Moi	1978
3051	1375	Great Pretender	1957
3052	1375	Only You	1957
3053	1375	Smoke Gets In Your Eyes	1959
3054	1376	Rose Of Cimarron	1976
3055	1377	Fire	1979
3056	1377	I'm So Excited	1984
3057	1378	Ik Wil Jou	1979
3058	1379	Isabelle Je t'Aime	1972
3059	1379	Non, Non, Rien N'a Changé	1971
3060	1380	Glory Box	1994
3061	1381	Feel It Still	2017
3062	1382	Some Like It Hot	1985
3063	1383	1999	1982
3064	1383	Alphabet St.	1988
3065	1383	Controversy	1981
3066	1383	Diamonds and Pearls	1991
3067	1383	Gold	1995
3068	1383	I Could Never Take The Place Of Your Man	1987
3069	1383	I Would Die 4 U	1984
3070	1383	If I Was Your Girlfriend	1987
3071	1383	Kiss	1986
3072	1383	Let's Go Crazy	1984
3073	1383	Little Red Corvette	1983
3074	1383	Most Beautiful Girl In The World	1994
3075	1383	Raspberry Beret	1985
3076	1383	Sign 'O' The Times	1987
3077	1383	Sometimes It Snows In April	1986
3078	1383	The Cross	1987
3079	1383	When Doves Cry	1984
3080	1384	Purple Rain	1984
3081	1385	A Salty Dog	1969
3082	1385	A Whiter Shade Of Pale	1967
3083	1385	Conquistador	1972
3084	1385	Grand Hotel	1973
3085	1385	Homburg	1967
3086	1386	Breathe	1996
3087	1386	Firestarter	1996
3088	1386	No Good (Start The Dance)	1994
3089	1386	Out Of Space	1993
3090	1386	Smack My Bitch Up	1997
3091	1387	Duel (Eye To Eye)	1985
3092	1387	P-Machinery	1985
3093	1388	Gangnam Style	2012
3094	1389	COMMON PEOPLE	1995
3095	1390	Mississippi	1975
3096	1390	My Broken Souvenirs	1977
3097	1391	Ann	1966
3098	1391	The Life I Live	1966
3099	1391	World Of Birds	1967
3100	1392	'39	1975
3101	1392	A Kind Of Magic	1986
3102	1392	A Winter's Tale	1996
3103	1392	Another One Bites The Dust	1980
3104	1392	Bicycle Race	1978
3105	1392	Bohemian Rhapsody	1975
3106	1392	Breakthru	1989
3107	1392	Crazy Little Thing Called Love	1979
3108	1392	Don't Stop Me Now	1979
3109	1392	Fat Bottomed Girls	1978
3110	1392	Friends Will Be Friends	1986
3111	1392	Hammer to Fall	1984
3112	1392	Heaven For Everyone	1995
3113	1392	I Want It All	1989
3114	1392	I Want To Break Free	1984
3115	1392	I'm Going Slightly Mad	1991
3116	1392	Innuendo	1991
3117	1392	Killer Queen	1974
3118	1392	Love Of My Life	1975
3119	1392	One Vision	1985
3120	1392	Radio Ga Ga	1984
3121	1392	Save Me	1980
3122	1392	Somebody To Love	1976
3123	1392	Spread Your Wings	1978
3124	1392	Thank God It's Christmas	1984
3125	1392	The Invisible Man	1989
3126	1392	The Miracle	1989
3127	1392	The Show Must Go On	1991
3128	1392	These Are the Days Of Our Lives	1991
3129	1392	Tie Your Mother Down	1977
3130	1392	We Are The Champions	1977
3131	1392	We Will Rock You	1977
3132	1392	Who Wants To Live Forever	1986
3133	1392	You Don't Fool Me	1996
3134	1392	You're My Best Friend	1976
3135	1393	Under Pressure	1981
3136	1394	Go With The Flow	2003
3137	1394	I Sat by the Ocean	2013
3138	1394	Make It Wit Chu	2008
3139	1394	No One Knows	2002
3140	1395	Silent Lucidity	1991
3141	1396	Gotta See Jane	1968
3142	1397	I Believe I Can Fly	1997
3143	1397	If I Could Turn Back The Hands Of Time	1999
3144	1398	Drive	1992
3145	1398	Everybody Hurts	1993
3146	1398	Find the River	1992
3147	1398	It's The End Of The World As We Know It	1987
3148	1398	Losing My Religion	1991
3149	1398	Man On The Moon	1992
3150	1398	Nightswimming	1992
3151	1398	Shiny Happy People	1991
3152	1398	The One I Love	1991
3153	1399	Lay Your Love On Me	1979
3154	1400	They Shoot Horses Don't They	1977
3155	1401	Brick By Brick	2014
3156	1401	Brother	2006
3157	1401	Don't Give Up The Fight	2011
3158	1401	Feel Like Flying	2000
3159	1401	Freedom	2012
3160	1401	Laugh About It	2005
3161	1401	Liverpool Rain	2012
3162	1401	Love You More	2005
3163	1401	Lucky All My Life	2008
3164	1401	No Mercy	2011
3165	1401	Oceaan	2012
3166	1401	Shoes Of Lightning	2013
3167	1401	Took A Hit	2011
3168	1402	Creep	1992
3169	1402	Fake Plastic Trees	1995
3170	1402	High & Dry	1995
3171	1402	Karma Police	1997
3172	1402	No Surprises	1997
3173	1402	Paranoid Android	1997
3174	1402	Street Spirit	1994
3175	1403	She Goes Nana	1993
3176	1404	A Far L Amore Commincua Tu	1977
3177	1406	Human	2016
3178	1406	Skin	2017
3179	1405	Killing In The Name	1992
3180	1407	Clouds Across The Moon	1985
3181	1408	Streets Of London	1972
3182	1409	Black Betty	1978
3183	1410	Deutschland	2019
3184	1410	Du Hast	1997
3185	1410	Engel	1997
3186	1410	Mutter	2001
3187	1410	Sonne	2001
3188	1411	Blitzkrieg Bop	1976
3189	1411	Rock 'n Roll Highschool	1980
3190	1412	5 Uur	1966
3191	1412	Laat Me	1978
3192	1412	Sammy	1966
3193	1412	Wij Zullen Doorgaan	1975
3194	1412	Zing, Vecht, Huil, Bid, Lach, Werk En Bewonder	1971
3195	1413	Pastorale	1969
3196	1413	Shaffy Cantate	1965
3197	1414	Laat Me/Vivre	2005
3198	1415	Almaz	1986
3199	1415	One Day I'll Fly Away	1980
3200	1416	Birmingham	1974
3201	1416	Love Story	1968
3202	1416	Rider In The Rain	1978
3203	1416	Short People	1977
3204	1417	Just When I Needed You The Most	1979
3205	1418	Get Ready	1970
3206	1419	Crying time	1966
3207	1419	Georgia On My Mind	1960
3208	1419	Here We Go Again	1967
3209	1419	Hit the road Jack	1961
3210	1419	I Can't Stop Loving You	1962
3211	1420	Harmony	1973
3212	1421	Ghostbusters	1984
3213	1422	Tell Laura I Love Her	1960
3214	1423	Bridget The Midget	1971
3215	1424	Callow-La-Vita	1968
3216	1425	Cha Cha Cha	1981
3217	1425	Je Veux De L'amour	1980
3218	1425	Liefde Voor Muziek	1991
3219	1425	Meisjes	1977
3220	1425	Twee Meisjes	1996
3221	1426	America	2006
3222	1427	Supergirl	2000
3223	1428	For America	1987
3224	1429	BY THE WAY	2002
3225	1429	Californication	2000
3226	1429	Can't Stop	2002
3227	1429	Dani California	2006
3228	1429	Dark Necessities	2016
3229	1429	Give It Away	1992
3230	1429	Otherside	2000
3231	1429	Road Trippin'	2000
3232	1429	Scar Tissue	1999
3233	1429	Snow (Hey Oh)	2006
3234	1429	Tell Me Baby	2006
3235	1429	Under The Bridge	1991
3236	1430	The Witch Queen Of New Orleans	1971
3237	1430	We Were All Wounded At Wounded Knee	1973
3238	1431	Patsy	1965
3239	1432	Als De Dag Van Toen	1975
3240	1432	Gute Nacht Freunde	1974
3241	1433	Alles Kan Een Mens Gelukkig Maken	1989
3242	1433	This Is The Moment	1992
3243	1434	Mr. Blue	1993
3244	1435	Keep On Loving You	1981
3245	1436	Per Lei	1995
3246	1436	Sincerita	1984
3247	1437	Take To The Mountains	1970
3248	1438	MacArthur Park	1968
3249	1439	Right Here Waiting	1989
3250	1440	Never Gonna Give You Up	1987
3251	1441	Super Freak	1981
3252	1442	Hello Mary Lou	1961
3253	1443	Diamonds	2012
3254	1443	FourFiveSeconds	2015
3255	1443	Man Down	2011
3256	1444	Stay	2013
3257	1445	It Don't Come Easy	1971
3258	1445	Photograph	1973
3259	1446	We're All Alone	1977
3260	1447	Laat Me Alleen	1977
3261	1448	Donna	1958
3262	1448	La Bamba	1958
3263	1469	Just Fancy	1967
3264	1469	Take Her Home	1967
3265	1449	Alles Wat Ademt	1985
3266	1449	Banger Hart	1996
3267	1449	Dag Zuster Ursula	1973
3268	1449	Foto Van Vroeger	1980
3269	1449	Het Werd Zomer	1977
3270	1449	Jan Klaassen De Trompetter	1973
3271	1449	Malle Babbe	1975
3272	1449	Open Einde	1987
3273	1449	Ritme Van De Regen	1963
3274	1449	Zet Een Kaars Voor Je Raam	1976
3275	1449	Zondag	1980
3276	1450	Down South (Part I)	1970
3277	1450	Drinking On My Bed	1968
3278	1451	Margio	1966
3279	1452	Advertising Space	2005
3280	1452	Angels	1998
3281	1452	Candy	2012
3282	1452	Come Undone	2003
3283	1452	Eternity	2001
3284	1452	Feel	2002
3285	1452	Let Me Entertain You	1998
3286	1452	Millennium	1998
3287	1452	Morning Sun	2009
3288	1452	Mr. Bojangles	2001
3289	1452	Rock DJ	2000
3290	1452	She's The One	1999
3291	1452	Somethin' Stupid	2001
3292	1452	Supreme	2001
3293	1452	The Road To Mandalay	2001
3294	1452	You Know Me	2009
3295	1453	Shame	2010
3296	1454	She's Madonna	2007
3297	1455	Flink Zijn	1977
3298	1455	Iedereen Doet 't	1986
3299	1455	Kalverliefde	1974
3300	1455	Liefste Mijn Liefste	1974
3301	1455	MIEN	1974
3302	1456	Children	1996
3303	1457	Addicted To Love	1986
3304	1457	Best Of Both Worlds	1978
3305	1457	Can We Still Be Friends	1979
3306	1457	Every Kinda People	1978
3307	1457	Looking For Clues	1981
3308	1457	Riptide	1986
3309	1458	Big Log	1983
3310	1459	Killing Me Softly With His Song	1973
3311	1459	The First Time Ever I Saw Your Face	1972
3312	1460	I Save The Day	1984
3313	1461	First Time	1988
3314	1462	Saved By The Bell	1969
3315	1463	Show Me Love	1992
3316	1464	Blurred Lines	2013
3317	1465	Marina	1959
3318	1466	Soldiers Who Want To Be Heroes	1971
3319	1467	Baby Jane	1983
3320	1467	Da Ya Think I'm Sexy	1978
3321	1467	Hot Legs	1978
3322	1467	I Don't Want To Talk About It	1977
3323	1467	Maggie May	1971
3324	1467	Reason To Believe	1971
3325	1467	Sailing	1975
3326	1467	The Killing Of Georgie	1976
