vizsgázó évfolyama	vizsgázó képzési típusa	vizsgázó neme	érdemjegy	össz százalék	össz pontszám	szövegértés	szövegalkotás: tartalmi minőség	szövegalkotás: szerkezet, felépítés	szövegalkotás: nyelvi minőség	levonás helyesírási hibák miatt (max.)	levonás íráskép miatt (max.)	írásbeli pontszám	nyelvi, irodalmi tételkifejtés: tartalom	nyelvi, irodalmi tételkifejtés: előadásmód	szóbeli pontszám		maximális pont írásbeli	maximális pont szóbeli		Százalék	Érdemjegy
12	gimnázium	nő				39	20	20	20	0	0	99	25	25	50						
12	gimnázium	férfi				32	17	18	18	0	0	85	23	25	48						
12	gimnázium	férfi				35	12	15	14	-5	0	71	19	20	39						
12	gimnázium	férfi				38	15	15	17	-8	0	77	24	24	48						
12	gimnázium	nő				39	14	18	16	-2	0	85	25	25	50						
12	gimnázium	férfi				35	10	8	10	-2	0	61	12	20	32						
12	szakközép	nő				33	8	9	10	-7	0	53	20	20	40						
12	szakközép	nő				30	12	12	11	0	0	65	22	24	46						
12	gimnázium	férfi				39	14	12	11	-3	-1	72	16	20	36						
12	gimnázium	nő				34	18	20	17	-1	-1	87	24	21	45						
12	gimnázium	férfi				40	18	18	14	0	-1	89	24	15	39						
12	gimnázium	nő				39	15	17	15	-14	0	72	16	12	28						
12	gimnázium	férfi				40	18	16	18	-1	0	91	24	24	48						
12	gimnázium	nő				37	13	16	15	0	0	81	18	15	33						
12	gimnázium	nő				39	17	20	18	-4	0	90	25	25	50						
12	gimnázium	nő				35	8	12	14	-14	0	55	19	20	39						
12	gimnázium	nő				40	18	18	18	-2	0	92	24	25	49						
12	gimnázium	nő				39	18	18	18	-2	0	91	24	22	46						
12	gimnázium	férfi				40	18	16	16	-2	0	88	25	22	47						
12	gimnázium	férfi				37	12	14	12	-4	-1	70	14	12	26						
12	gimnázium	férfi				40	18	19	17	-1	0	93	23	17	40						
12	gimnázium	férfi				40	16	18	17	-1	0	90	24	25	49						
12	gimnázium	nő				40	16	19	16	-3	-1	87	24	23	47						
12	gimnázium	nő				39	18	16	17	-1	-1	88	25	23	48						
12	gimnázium	nő				39	17	18	19	-1	0	92	25	25	50						
12	gimnázium	férfi				40	18	20	18	-1	0	95	25	25	50						
12	gimnázium	nő				39	17	18	16	-4	0	86	23	23	46						
12	gimnázium	férfi				40	16	18	18	-2	0	90	23	23	46						
12	gimnázium	nő				40	19	19	17	-1	0	94	24	24	48						
12	gimnázium	férfi				40	19	20	18	-1	0	96	24	21	45						
12	gimnázium	nő				38	19	20	17	0	-1	93	24	25	49						
12	gimnázium	férfi				39	18	19	16	-3	0	89	25	25	50						
12	gimnázium	nő				39	20	19	18	0	0	96	24	25	49						
12	gimnázium	nő				40	18	19	19	0	0	96	23	25	48						
12	gimnázium	férfi				39	19	18	18	-2	0	92	24	23	47						
12	gimnázium	férfi				31	16	18	14	-10	-1	68	20	20	40						
12	gimnázium	férfi				23	12	20	13	-15	0	53	15	13	28						
12	gimnázium	férfi				34	13	14	11	-15	-1	56	13	10	23						
12	gimnázium	nő				30	10	13	11	-14	0	50	9	11	20						
12	gimnázium	nő				38	19	20	20	-2	0	95	25	25	50						
12	gimnázium	férfi				21	8	8	10	-13	-1	33	8	8	16						
12	gimnázium	férfi				31	15	16	16	-6	0	72	14	16	30						
12	gimnázium	férfi				35	20	20	13	-15	0	73	20	17	37						
12	gimnázium	nő				33	11	15	14	-7	-1	65	12	13	25						
12	gimnázium	nő				31	11	16	14	-5	0	67	16	20	36						
12	gimnázium	nő				30	10	14	14	-9	0	59	15	19	34						
13	szakközép	nő				36	14	9	14	-1	0	72	17	22	39						
12	gimnázium	nő				30	18	19	19	-15	0	71	10	15	25						
12	gimnázium	nő				34	18	20	19	-11	0	80	25	25	50						
12	gimnázium	nő				33	20	20	14	-7	0	80	25	25	50						
12	gimnázium	nő				38	14	19	20	-1	0	90	20	23	43						
12	gimnázium	nő				27	14	14	14	-13	0	56	22	21	43						
12	gimnázium	férfi				39	20	20	20	-15	0	84	19	24	43						
12	gimnázium	férfi				40	18	20	18	0	0	96	25	25	50						
12	gimnázium	férfi				32	8	20	20	-5	0	75	18	22	40						
12	gimnázium	nő				38	19	14	17	-2	0	86	23	25	48						
12	gimnázium	nő				33	20	20	20	-4	0	89	23	25	48						
12	gimnázium	nő				38	16	20	20	-7	0	87	20	24	44						
12	gimnázium	nő				37	12	16	18	-1	0	82	24	25	49						
12	gimnázium	férfi				40	20	19	19	-5	0	93	25	25	50						
12	gimnázium	férfi				37	18	20	18	-7	0	86	25	25	50						
12	gimnázium	nő				29	19	20	18	-11	0	75	14	18	32						
12	gimnázium	nő				37	20	20	20	-1	0	96	18	20	38						
12	gimnázium	nő				34	20	20	20	0	0	94	19	24	43						
12	gimnázium	nő				37	20	18	20	-10	0	85	17	22	39						
12	gimnázium	férfi				29	10	20	20	0	0	79	18	20	38						
12	gimnázium	férfi				31	20	20	20	-1	0	90	25	25	50						
12	gimnázium	nő				38	10	20	20	-15	0	73	25	25	50						
12	gimnázium	férfi				34	15	19	19	-9	0	78	21	23	44						
12	gimnázium	férfi				24	10	14	14	-9	0	53	10	15	25						
12	gimnázium	nő				39	17	20	18	0	0	94	25	25	50						
12	szakközép	férfi				36	12	11	12	0	0	71	25	25	50						
12	gimnázium	férfi				39	13	14	16	-3	0	79	24	20	44						
12	szakközép	nő				39	17	18	18	-8	0	84	25	25	50						
12	szakközép	nő				31	7	7	8	-4	0	49	20	22	42						
12	szakközép	férfi				28	15	13	10	0	0	66	18	20	38						
12	szakközép	nő				27	1	2	4	-2	0	32	9	10	19						
12	szakközép	férfi				30	4	8	9	-2	-1	48	13	14	27						
12	szakközép	férfi				31	9	7	9	-8	-3	45	12	13	25						
12	gimnázium	férfi				40	4	20	20	0	0	84	25	25	50						
12	gimnázium	nő				34	12	10	11	-12	-2	53	12	11	23						
12	gimnázium	nő				38	15	16	15	-1	0	83	23	20	43						
12	gimnázium	férfi				35	12	14	12	-3	-1	69	12	15	27						
12	gimnázium	férfi				40	12	12	12	-8	-1	67	22	22	44						
12	gimnázium	nő				37	10	12	12	-1	0	70	16	10	26						
12	gimnázium	nő				38	19	18	16	-2	0	89	25	25	50						
12	gimnázium	férfi				38	12	15	15	-8	0	72	24	24	48						
12	gimnázium	férfi				37	14	16	14	-4	-1	76	25	25	50						
12	gimnázium	férfi				38	14	12	16	-1	0	79	24	24	48						
12	gimnázium	nő				40	16	18	17	-1	0	90	25	15	40						
12	gimnázium	nő				40	16	16	16	-1	0	87	23	24	47						
12	gimnázium	férfi				39	15	16	14	-2	0	82	20	21	41						
12	gimnázium	nő				40	18	18	17	-1	0	92	25	25	50						
12	gimnázium	nő				39	15	16	14	-3	0	81	24	22	46						
12	gimnázium	nő				38	15	14	14	-2	-1	78	25	15	40						
12	gimnázium	férfi				39	18	14	16	-1	0	86	14	15	29						
12	gimnázium	nő				40	20	20	20	-2	0	98	25	25	50						
12	gimnázium	nő				34	10	20	20	-3	0	81	22	25	47						
12	gimnázium	nő				36	20	20	20	-2	0	94	23	25	48						
13	gimnázium	nő				24	2	5	7	-4	0	34	12	15	27						
13	gimnázium	nő				40	19	19	14	-7	0	85	25	25	50						
13	gimnázium	férfi				40	18	20	18	-10	0	86	25	25	50						
13	gimnázium	nő				37	20	20	20	-2	0	95	25	24	49						
13	gimnázium	nő				40	20	20	19	-7	0	92	25	25	50						
12	gimnázium	nő				39	4	20	18	-1	0	80	25	25	50						
12	gimnázium	nő				40	20	20	17	-1	0	96	25	25	50						
12	gimnázium	nő				37	20	20	18	-1	0	94	22	24	46						
12	gimnázium	férfi				38	16	18	18	-4	0	86	22	20	42						
12	gimnázium	férfi				38	20	20	20	-8	-1	89	24	23	47						
12	gimnázium	férfi				36	18	18	17	-11	0	78	22	23	45						
12	gimnázium	férfi				35	14	15	10	-12	0	62	17	22	39						
12	gimnázium	férfi				31	10	14	11	-11	0	55	9	16	25						
12	gimnázium	nő				34	15	16	16	-2	0	79	14	15	29						
12	gimnázium	férfi				38	17	20	20	-1	0	94	11	17	28						
12	gimnázium	férfi				38	17	20	18	0	0	93	25	25	50						
12	gimnázium	férfi				33	18	19	16	-15	0	71	25	25	50						
12	gimnázium	férfi				39	16	17	17	-2	0	87	12	16	28						
12	gimnázium	férfi				34	16	17	16	-9	0	74	18	18	36						
12	gimnázium	férfi				37	14	16	17	-7	0	77	21	22	43						
12	gimnázium	férfi				36	8	14	17	-5	0	70	16	20	36						
12	gimnázium	férfi				35	14	16	14	-6	0	73	17	20	37						
12	gimnázium	férfi				35	6	16	15	-15	0	57	18	22	40						
12	gimnázium	férfi				34	15	17	16	-2	0	80	19	19	38						
12	gimnázium	nő				37	15	16	14	0	0	82	24	23	47						
12	gimnázium	férfi				37	20	20	19	-15	0	81	22	20	42						
12	gimnázium	férfi				38	16	17	16	-3	0	84	18	17	35						
12	gimnázium	férfi				37	18	16	17	-15	0	73	16	20	36						
12	gimnázium	férfi				37	15	12	13	-6	0	71	10	15	25						
12	gimnázium	nő				39	16	20	19	-3	0	91	25	25	50						
12	gimnázium	nő				36	15	14	17	-1	0	81	23	23	46						
12	gimnázium	nő				39	16	18	17	-7	0	83	24	23	47						
12	gimnázium	férfi				36	8	15	10	-2	0	67	18	21	39						
12	gimnázium	nő				37	16	20	19	0	0	92	24	24	48						
13	gimnázium	férfi				37	13	14	12	-15	0	61	19	20	39						
12	gimnázium	férfi				36	16	18	12	-7	0	75	23	24	47						
13	gimnázium	nő				35	8	10	11	-15	0	49	22	19	41						
13	szakközép	nő				28	13	13	14	-5	0	63	18	12	30						
12	gimnázium	nő				38	14	18	14	-3	0	81	25	24	49						
13	gimnázium	férfi				36	12	9	13	-12	0	58	17	18	35						
12	gimnázium	nő				36	12	14	14	-5	0	71	25	25	50						
13	gimnázium	férfi				39	13	14	15	-3	0	78	23	22	45						
13	gimnázium	nő				33	10	13	14	-14	0	56	15	15	30						
12	gimnázium	férfi				37	17	17	14	-9	0	76	25	23	48						
13	szakközép	nő				37	18	20	20	-9	0	86	24	20	44						
12	szakközép	férfi				36	4	14	11	-6	0	59	10	10	20						
12	gimnázium	férfi				38	17	18	17	-3	0	87	25	25	50						
12	gimnázium	férfi				40	17	20	18	-4	0	91	25	25	50						
12	gimnázium	nő				34	16	17	14	-15	0	66	16	18	34						
12	gimnázium	nő				39	19	20	15	-6	0	87	25	25	50						
12	gimnázium	nő				36	18	19	17	-6	0	84	24	24	48						
12	gimnázium	férfi				32	13	14	12	-10	0	61	23	22	45						
12	gimnázium	nő				39	17	19	18	0	0	93	20	22	42						
12	gimnázium	nő				37	15	16	13	-5	0	76	21	23	44						
12	gimnázium	nő				37	20	19	19	-4	0	91	13	16	29						
12	gimnázium	férfi				37	15	13	12	-14	-2	61	24	23	47						
12	gimnázium	nő				39	13	17	14	-5	0	78	25	25	50						
12	gimnázium	férfi				33	12	14	8	-15	0	52	22	18	40						
12	gimnázium	férfi				35	16	17	17	-3	-1	81	20	22	42						
12	gimnázium	férfi				34	13	18	15	-3	-1	76	10	10	20						
13	gimnázium	férfi				24	9	8	8	-7	-2	40	18	17	35						
12	gimnázium	nő				37	11	15	14	-4	0	73	21	22	43						
13	gimnázium	nő				38	20	19	18	-2	0	93	21	20	41						
12	gimnázium	férfi				38	16	17	14	-10	-1	74	12	10	22						
12	gimnázium	férfi				38	17	18	16	-9	0	80	21	22	43						
13	gimnázium	nő				38	4	20	19	-3	0	78	24	25	49						
13	gimnázium	nő				38	20	20	19	-2	0	95	25	25	50						
12	gimnázium	férfi				35	4	20	20	-6	0	73	16	23	39						
12	gimnázium	nő				36	16	17	14	-13	0	70	25	25	50						
12	gimnázium	nő				40	14	19	18	0	0	91	25	25	50						
12	gimnázium	férfi				36	16	16	14	-4	0	78	5	10	15						
12	gimnázium	nő				38	15	19	18	-2	0	88	25	25	50						
12	gimnázium	férfi				38	14	14	14	-4	0	76	22	22	44						
12	gimnázium	férfi				38	18	19	18	0	0	93	25	24	49						
12	gimnázium	férfi				40	18	20	17	-6	0	89	25	25	50						
12	gimnázium	férfi				35	8	12	14	-9	0	60	23	23	46						
12	gimnázium	férfi				30	12	14	14	-11	-2	57	25	24	49						
12	gimnázium	férfi				34	11	13	10	-5	-1	62	5	5	10						
13	gimnázium	férfi				33	4	11	11	-15	0	44	12	15	27						
12	gimnázium	nő				38	20	20	20	-1	0	97	23	25	48						
13	gimnázium	férfi				33	15	13	13	-10	-1	63	20	16	36						
12	gimnázium	nő				27	2	6	8	-15	0	28	20	19	39						
12	gimnázium	nő				37	4	11	12	-3	0	61	20	21	41						
12	gimnázium	nő				40	20	20	19	-1	0	98	20	22	42						
12	gimnázium	férfi				36	18	13	10	-15	0	62	18	17	35						
12	gimnázium	férfi				39	18	20	18	-3	0	92	20	22	42						
12	gimnázium	nő				38	12	13	13	-3	0	73	23	25	48						
12	gimnázium	nő				40	17	15	14	-6	0	80	25	25	50						
12	gimnázium	nő				36	18	19	15	-7	0	81	25	25	50						
12	gimnázium	nő				38	18	15	13	-8	0	76	20	24	44						
12	gimnázium	férfi				38	20	19	18	-7	0	88	23	25	48						
12	gimnázium	nő				37	18	15	14	-3	0	81	25	25	50						
12	gimnázium	nő				40	20	20	20	0	0	100	15	20	35						
12	szakközép	nő				33	15	18	20	0	0	86	20	20	40						
12	gimnázium	nő				39	20	20	20	0	0	99	25	25	50						
12	gimnázium	nő				32	8	13	11	0	0	64	10	10	20						
12	gimnázium	nő				38	20	20	20	0	0	98	20	25	45						
12	gimnázium	nő				40	19	18	15	-5	0	87	19	20	39						
12	gimnázium	férfi				34	20	20	19	-3	0	90	22	24	46						
12	gimnázium	nő				37	14	14	12	-4	0	73	10	12	22						
12	gimnázium	férfi				38	13	14	12	-5	0	72	24	24	48						
12	gimnázium	nő				39	20	20	19	-1	0	97	22	23	45						
12	gimnázium	nő				40	20	20	20	0	0	100	25	25	50						
12	gimnázium	nő				36	14	15	13	-3	0	75	25	25	50						
12	gimnázium	férfi				39	14	18	18	-2	0	87	25	25	50						
12	gimnázium	nő				31	13	14	14	-6	0	66	22	25	47						
12	gimnázium	nő				37	19	20	20	-4	0	92	23	22	45						
12	gimnázium	nő				36	20	20	19	-3	0	92	25	25	50						
12	gimnázium	férfi				37	19	18	18	-9	0	83	20	24	44						
12	gimnázium	férfi				37	18	13	12	-10	0	70	10	12	22						
12	gimnázium	nő				39	4	20	20	-5	0	78	25	25	50						
12	gimnázium	nő				37	18	20	15	-2	0	88	23	23	46						
12	gimnázium	nő				35	8	15	14	-1	0	71	15	15	30						
12	gimnázium	nő				37	20	20	18	0	0	95	22	25	47						
12	gimnázium	férfi				35	20	20	20	-8	0	87	25	25	50						
12	gimnázium	nő				33	15	12	14	-5	0	69	22	20	42						
12	gimnázium	férfi				37	18	20	17	-1	0	91	23	25	48						
12	gimnázium	nő				38	20	20	20	-3	0	95	25	25	50						
12	gimnázium	férfi				38	20	20	20	0	0	98	23	24	47						
13	szakközép	férfi				34	19	19	18	-11	0	79	25	25	50						
13	szakközép	férfi				36	10	12	12	-15	0	55	14	14	28						
13	szakközép	férfi				29	7	8	7	-11	0	40	19	23	42						
13	szakközép	nő				35	15	14	14	-8	0	70	16	14	30						
13	gimnázium	nő				40	15	18	14	-1	0	86	22	24	46						
13	szakközép	nő				35	16	14	12	-15	0	62	24	24	48						
13	gimnázium	nő				39	9	20	20	-1	0	87	20	25	45						
12	gimnázium	nő				38	17	19	18	-3	0	89	25	24	49						
12	gimnázium	nő				39	20	20	20	-1	0	98	25	25	50						
12	gimnázium	nő				37	17	20	20	-3	0	91	25	25	50						
12	gimnázium	férfi				35	12	12	15	0	0	74	18	20	38						
12	gimnázium	férfi				35	12	20	10	-1	0	76	21	24	45						
12	gimnázium	férfi				37	20	20	20	0	0	97	25	25	50						
13	szakközép	nő				35	14	12	13	-12	0	62	21	22	43						
13	szakközép	nő				36	14	18	20	-6	0	82	23	25	48						
12	gimnázium	nő				37	14	16	17	-1	0	83	25	25	50						
13	szakközép	nő				33	10	10	12	-7	0	58	19	23	42						
12	gimnázium	nő				34	17	18	18	-3	0	84	18	18	36						
12	gimnázium	férfi				34	19	20	20	-1	0	92	23	23	46						
12	gimnázium	nő				37	19	20	20	-1	0	95	23	25	48						
13	szakközép	nő				33	10	10	9	-15	0	47	12	14	26						
13	szakközép	nő				33	14	14	14	-8	0	67	13	16	29						
12	gimnázium	nő				39	20	20	20	0	0	99	25	25	50						
12	gimnázium	férfi				38	18	12	14	-4	0	78	15	20	35						
13	szakközép	nő				35	14	12	12	-15	0	58	20	23	43						
12	gimnázium	nő				39	20	20	18	-1	0	96	20	25	45						
12	gimnázium	nő				24	8	10	14	-5	0	51	18	25	43						
13	szakközép	nő				33	9	9	12	-15	-1	47	7	10	17						
12	gimnázium	nő				36	20	20	17	0	0	93	20	20	40						
13	szakközép	férfi				33	12	10	12	-15	0	52	20	20	40						
13	szakközép	nő				36	8	8	8	-11	-1	48	19	16	35						
13	szakközép	nő				34	9	8	9	-8	0	52	11	13	24						
12	gimnázium	nő				35	20	20	20	-5	0	90	17	19	36						
13	gimnázium	nő				38	13	16	19	0	0	86	25	25	50						
12	szakközép	férfi				35	4	13	13	-11	0	54	11	17	28						
12	szakközép	nő				32	12	12	9	-5	0	60	20	25	45						
12	szakközép	nő				33	14	15	15	-2	0	75	13	21	34						
12	szakközép	férfi				40	19	19	18	-4	0	92	25	25	50						
12	szakközép	nő				39	14	15	15	0	0	83	16	23	39						
12	szakközép	nő				38	4	13	13	0	0	68	17	25	42						
12	szakközép	nő				33	4	14	12	-5	0	58	16	18	34						
12	szakközép	nő				33	13	15	12	-1	0	72	17	24	41						
12	szakközép	nő				31	10	13	10	-7	-1	56	20	22	42						
12	szakközép	nő				36	15	15	15	0	0	81	20	25	45						
12	szakközép	nő				38	13	13	13	-15	-1	61	12	15	27						
12	szakközép	nő				22	3	8	13	-2	0	44	13	17	30						
12	szakközép	nő				36	12	15	13	0	-1	75	18	23	41						
12	szakközép	férfi				35	9	11	13	0	0	68	12	18	30						
12	szakközép	nő				28	4	8	13	-9	0	44	11	15	26						
12	szakközép	nő				37	8	12	10	-4	0	63	10	13	23						
12	szakközép	nő				34	8	13	13	-6	0	62	18	24	42						
12	szakközép	nő				36	8	10	12	-10	-1	55	13	20	33						
12	szakközép	nő				30	4	11	13	0	0	58	13	16	29						
12	szakközép	nő				29	6	9	7	-15	-1	35	12	18	30						
12	szakközép	férfi				27	4	10	7	-1	-1	46	12	17	29						
12	szakközép	nő				36	14	15	15	-1	0	79	18	23	41						
12	szakközép	férfi				31	7	9	9	-6	-1	49	10	13	23						
12	szakközép	nő				21	4	7	7	-15	-1	23	16	22	38						
12	szakközép	nő				37	9	9	12	-7	0	60	11	17	28						
12	szakközép	nő				39	12	14	10	-11	0	64	20	20	40						
12	szakközép	férfi				23	3	7	7	-15	-2	23	10	14	24						
12	szakközép	férfi				33	7	11	6	-12	-1	44	16	18	34						
12	szakközép	férfi				38	4	15	15	-2	-1	69	18	23	41						
12	szakközép	férfi				36	2	2	2	-7	-3	32	15	15	30						
12	szakközép	férfi				29	7	7	9	-3	0	49	8	8	16						
13	szakközép	nő				27	9	12	9	-15	0	42	6	6	12						
13	szakközép	nő				34	18	20	20	-8	0	84	22	22	44						
13	szakközép	nő				37	18	20	20	-15	0	80	21	23	44						
13	szakközép	nő				35	18	20	20	-6	-1	86	25	25	50						
13	szakközép	férfi				35	12	12	12	-9	0	62	25	25	50						
13	szakközép	nő				36	12	10	10	0	0	68	15	17	32						
13	szakközép	nő				31	15	15	15	-9	0	67	17	19	36						
13	szakközép	nő				35	12	13	13	-12	0	61	14	14	28						
12	szakközép	férfi				37	15	15	11	-12	-1	65	20	21	41						
13	gimnázium	nő				40	20	19	19	-4	0	94	24	25	49						
12	gimnázium	nő				36	20	20	20	-9	0	87	25	25	50						
12	gimnázium	férfi				40	13	14	13	-1	0	79	22	23	45						
12	gimnázium	férfi				36	11	14	12	-15	0	58	17	18	35						
12	gimnázium	nő				37	20	20	20	-3	0	94	25	25	50						
12	gimnázium	nő				38	20	20	20	-3	0	95	25	25	50						
12	gimnázium	nő				30	10	20	17	-2	0	75	20	25	45						
12	gimnázium	férfi				38	10	14	10	-11	0	61	15	15	30						
12	gimnázium	férfi				31	20	20	20	-1	0	90	25	25	50						
12	gimnázium	nő				36	20	20	20	-10	0	86	25	25	50						
12	gimnázium	férfi				29	20	20	20	-10	0	79	23	25	48						
12	gimnázium	nő				35	18	17	19	-5	0	84	23	25	48						
12	gimnázium	nő				40	4	20	19	0	0	83	23	23	46						
12	gimnázium	férfi				36	20	20	18	-2	0	92	25	25	50						
12	gimnázium	nő				35	10	20	20	-1	0	84	25	25	50						
12	szakközép	férfi				37	15	18	18	0	0	88	25	25	50						
12	szakközép	férfi				39	15	17	15	-1	0	85	25	25	50						
12	gimnázium	férfi				28	9	12	12	-6	0	55	10	20	30						
12	szakközép	nő				34	8	13	15	0	0	70	21	24	45						
12	szakközép	férfi				37	14	14	11	-5	0	71	25	24	49						
12	szakközép	férfi				30	10	11	10	-5	0	56	17	17	34						
12	szakközép	férfi				33	12	15	12	-2	0	70	15	15	30						
12	szakközép	férfi				35	5	12	13	-4	0	61	25	25	50						
12	szakközép	férfi				30	4	7	8	-15	0	34	12	14	26						
12	szakközép	férfi				30	7	8	9	-1	0	53	25	25	50						
12	szakközép	nő				35	10	11	13	-2	0	67	20	21	41						
12	szakközép	férfi				32	2	6	6	-15	0	31	8	7	15						
12	szakközép	nő				27	4	8	9	-11	0	37	15	16	31						
12	szakközép	nő				36	7	9	11	-2	0	61	25	25	50						
12	szakközép	férfi				35	13	14	14	-4	0	72	12	11	23						
12	gimnázium	nő				31	8	18	20	0	0	77	15	20	35						
12	gimnázium	nő				33	20	20	20	-2	0	91	16	21	37						
13	szakközép	nő				36	12	12	10	-9	0	61	9	12	21						
13	gimnázium	férfi				30	13	12	12	-15	0	52	23	25	48						
12	gimnázium	férfi				32	17	17	17	-9	0	74	23	25	48						
12	gimnázium	nő				39	20	20	20	-7	0	92	23	25	48						
12	gimnázium	nő				39	20	18	17	-3	0	91	23	23	46						
12	gimnázium	nő				35	20	20	18	0	0	93	22	25	47						
13	szakközép	nő				33	17	14	14	-10	0	68	19	16	35						
12	gimnázium	férfi				36	11	14	12	-7	0	66	24	25	49						
12	gimnázium	férfi				35	12	13	14	-7	0	67	12	14	26						
13	szakközép	nő				33	7	8	8	-12	0	44	7	10	17						
12	gimnázium	férfi				40	16	20	15	0	0	91	25	25	50						
12	gimnázium	férfi				38	20	20	17	-7	0	88	18	20	38						
12	gimnázium	nő				36	18	20	20	0	0	94	25	25	50						
12	gimnázium	nő				38	15	18	17	-3	0	85	25	25	50						
12	gimnázium	nő				38	16	18	14	-5	0	81	25	25	50						
